event_id,game,market,description,name,point,ballybet_price,ballybet_decimal_odds,ballybet_implied_prob,ballybet_implied_prob_diff,ballybet_dejuice,ballybet_name,betmgm_price,betmgm_decimal_odds,betmgm_implied_prob,betmgm_implied_prob_diff,betmgm_dejuice,betmgm_name,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,draftkings_price,draftkings_decimal_odds,draftkings_implied_prob,draftkings_implied_prob_diff,draftkings_dejuice,draftkings_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id.1,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,point.1,windcreek_price,windcreek_decimal_odds,windcreek_implied_prob,windcreek_implied_prob_diff,windcreek_dejuice,windcreek_name,values_populated,avg_dejuiced_prob
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Andrei Iosivas,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,,,,,,,-999900.0,1.000100010001,0.9999,,0.9319664485737786,No,,,,,,,,,,,,,,1,0.9319664485737786
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Andrei Iosivas,Yes,,1900.0,20.0,0.05,0.0014788536502873,0.0434782608695652,Yes,2500.0,26.0,0.0384615384615384,-0.0115019155804819,0.0334448160535117,Yes,,,,,,,1500.0,16.0,0.0625,0.0155413536502873,0.0543478260869565,Yes,2500.0,26.0,0.0384615384615384,-0.0115019155804819,0.0334448160535117,Yes,2200.0,23.0,0.0434782608695652,-0.0058581028714518,0.0378071833648393,Yes,2fd335893dbb8ab9c0e1aea6c98a969c,2600.0,27.0,0.037037037037037,-0.013104479683046,0.0322061191626409,Yes,1270.0,13.7,0.072992700729927,0.0273456419714552,0.0680335514262213,Yes,2000.0,21.0,0.0476190476190476,-0.0011997177782841,0.041407867494824,Yes,,2000.0,21.0,0.0476190476190476,-0.0011997177782841,0.041407867494824,Yes,9,0.0428420342229883
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Brandin Cooks,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,,,,,,,-999900.0,1.000100010001,0.9999,,0.9256436748234316,No,,,,,,,,,,,,,,1,0.9256436748234316
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Brandin Cooks,Yes,,2000.0,21.0,0.0476190476190476,-0.0056808475092499,0.041407867494824,Yes,2000.0,21.0,0.0476190476190476,-0.0056808475092499,0.041407867494824,Yes,,,,,,,,,,,,,2000.0,21.0,0.0476190476190476,-0.0056808475092499,0.041407867494824,Yes,2000.0,21.0,0.0476190476190476,-0.0056808475092499,0.041407867494824,Yes,2fd335893dbb8ab9c0e1aea6c98a969c,2200.0,23.0,0.0434782608695652,-0.010413175222944,0.0378071833648393,Yes,1145.0,12.45,0.0803212851405622,0.0316931382296239,0.0743563251765683,Yes,1600.0,17.0,0.0588235294117647,0.0071242745395696,0.0511508951406649,Yes,,2000.0,21.0,0.0476190476190476,-0.0056808475092499,0.041407867494824,Yes,8,0.046294217644524
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Brevyn Spann-Ford,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,,,,,,,-999900.0,1.000100010001,0.9999,,0.9508552778851456,No,,,,,,,,,,,,,,1,0.9508552778851456
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Brevyn Spann-Ford,Yes,,7500.0,76.0,0.0131578947368421,-0.0053310876331795,0.011441647597254,Yes,10000.0,101.0,0.0099009900990099,-0.0091308097106504,0.0086095566078346,Yes,,,,,,,,,,,,,10000.0,101.0,0.0099009900990099,-0.0091308097106504,0.0086095566078346,Yes,6000.0,61.0,0.0163934426229508,-0.0015562817660527,0.0142551674982181,Yes,2fd335893dbb8ab9c0e1aea6c98a969c,10000.0,101.0,0.0099009900990099,-0.0091308097106504,0.0086095566078346,Yes,1835.0,19.35,0.0516795865633074,0.0396108861643633,0.0491447221148546,Yes,7500.0,76.0,0.0131578947368421,-0.0053310876331795,0.011441647597254,Yes,,,,,,,,7,0.0160159792330121
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Cam Grandy,Yes,,6000.0,61.0,0.0163934426229508,0.0034777279745629,0.0142551674982181,Yes,,,,,,,,,,,,,5500.0,56.0,0.0178571428571428,0.0054293282868189,0.015527950310559,Yes,9000.0,91.0,0.0109890109890109,-0.0037281808706902,0.0095556617295747,Yes,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,10000.0,101.0,0.0099009900990099,-0.0051788753906916,0.0086095566078346,Yes,,,,,,,,,,,,,,,,,,,,4,0.0119870840365466
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,CeeDee Lamb,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,,,,,,,-3075.0,1.032520325203252,0.968503937007874,,0.8887672432669149,No,,,,,,,,,,,,,,1,0.8887672432669149
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,CeeDee Lamb,Yes,,950.0,10.5,0.0952380952380952,0.0006580720866434,0.082815734989648,Yes,1100.0,12.0,0.0833333333333333,-0.0129473700902272,0.072463768115942,Yes,,,,,,,,,,,,,1200.0,13.0,0.0769230769230769,-0.0202733774162345,0.0668896321070234,Yes,1000.0,11.0,0.0909090909090909,-0.0042893614322185,0.0790513833992094,Yes,2fd335893dbb8ab9c0e1aea6c98a969c,950.0,10.5,0.0952380952380952,0.0006580720866434,0.082815734989648,Yes,725.0,8.25,0.1212121212121212,0.030342673199816,0.1112327567330851,Yes,800.0,9.0,0.1111111111111111,0.0187986616558045,0.0966183574879227,Yes,,1100.0,12.0,0.0833333333333333,-0.0129473700902272,0.072463768115942,Yes,8,0.0830438919923026
2fd335893dbb8ab9c0e1aea6c98a969c,Cincinnati Bengals @ Dallas Cowboys,player_1st_td,Charlie Jones,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd335893dbb8ab9c0e1aea6c98a969c,,,,,,,-999900.0,1.000100010001,0.9999,,0.954644196191972,No,,,,,,,,,,,,,,1,0.954644196191972
